timestamp,light_ppfd_umol_m2_s,air_temp_c,relative_humidity_pct,co2_ppm,raw_tank_level_pct,raw_water_temp_c,pump_rpm,flow_rate_l_min,suction_pressure_kpa,discharge_pressure_kpa,motor_current_a,motor_power_kw,bearing_vibration_rms_mm_s,motor_temperature_c,bearing_temperature_c,filter_pressure_in_kpa,filter_pressure_out_kpa,turbidity_ntu,mix_target_ec_ds_m,mix_ec_ds_m,mix_target_ph,mix_ph,mix_temp_c,mix_flow_l_min,dosing_acid_ml_min,drain_ec_ds_m,tank_a_level_pct,tank_b_level_pct,acid_tank_level_pct,zone1_flow_l_min,zone1_pressure_kpa,zone1_substrate_moisture_pct,zone1_substrate_ec_ds_m,zone1_substrate_ph,zone2_flow_l_min,zone2_pressure_kpa,zone2_substrate_moisture_pct,zone2_substrate_ec_ds_m,zone2_substrate_ph,zone3_flow_l_min,zone3_pressure_kpa,zone3_substrate_moisture_pct,zone3_substrate_ec_ds_m,zone3_substrate_ph
2026-03-20 13:40:00,780.879,25.435,62.107,580.819,78.666,19.893,1790.455,33.128,-11.546,190.305,6.375,2.26,1.835,45.107,41.618,185.862,180.228,1.696,2.224,2.242,5.8,5.788,20.958,32.465,12.101,2.581,73.458,71.468,70.516,9.266,141.502,52.499,2.514,5.847,11.648,132.496,55.898,2.506,5.827,12.384,128.208,57.015,2.439,5.824
2026-03-20 13:50:00,726.031,25.131,60.958,613.77,77.349,19.625,1787.462,33.141,-11.698,189.197,6.479,2.26,1.844,44.674,41.58,184.44,178.988,1.695,2.223,2.231,5.8,5.796,20.652,32.814,12.109,2.555,73.219,72.605,70.329,9.408,141.375,53.141,2.55,5.829,11.631,133.464,55.815,2.461,5.827,12.243,127.901,57.025,2.441,5.826
2026-03-20 14:00:00,711.449,25.034,63.569,602.763,78.652,19.906,1781.859,32.999,-11.49,190.783,6.462,2.2,1.843,44.396,41.494,185.919,180.609,1.797,2.223,2.222,5.8,5.793,20.842,32.588,12.033,2.57,74.235,72.267,71.472,9.156,141.459,52.518,2.518,5.838,11.635,132.483,55.911,2.469,5.837,11.95,128.295,56.156,2.422,5.817
2026-03-20 14:10:00,705.392,24.593,63.682,617.526,78.298,19.865,1787.507,32.54,-11.365,188.326,6.416,2.199,1.895,44.684,41.311,183.286,178.039,1.754,2.222,2.236,5.8,5.803,20.89,32.15,11.803,2.571,72.825,72.259,70.898,9.152,141.229,52.483,2.526,5.832,11.436,131.496,55.619,2.477,5.832,11.945,130.169,56.556,2.457,5.826
2026-03-20 14:20:00,719.538,23.947,66.251,586.909,78.056,19.586,1783.074,32.353,-11.661,190.004,6.309,2.215,1.83,44.066,41.281,186.472,181.114,1.731,2.221,2.214,5.8,5.804,20.564,31.801,11.659,2.546,73.495,72.755,70.83,9.048,140.297,52.465,2.518,5.839,11.284,132.132,55.199,2.46,5.83,11.947,127.599,56.191,2.447,5.829
2026-03-20 14:30:00,682.033,23.601,64.319,582.398,79.046,19.605,1782.393,31.83,-11.679,188.078,6.435,2.201,1.902,43.937,41.265,183.191,177.928,1.74,2.22,2.214,5.8,5.803,20.652,31.237,12.116,2.526,74.087,71.953,71.063,8.859,140.989,52.086,2.533,5.846,11.369,131.181,55.124,2.465,5.824,11.549,126.434,55.921,2.421,5.822
2026-03-20 14:40:00,649.415,23.144,65.867,553.881,76.537,19.364,1779.661,31.358,-11.25,188.216,6.26,2.207,1.893,43.79,41.41,183.768,178.147,1.706,2.219,2.209,5.8,5.795,20.381,31.068,11.862,2.535,73.665,72.678,71.364,8.825,140.425,51.458,2.504,5.845,10.816,131.409,55.929,2.443,5.831,11.567,128.974,56.066,2.42,5.811
2026-03-20 14:50:00,589.109,22.641,67.501,513.389,77.992,18.989,1763.002,31.495,-11.277,187.337,6.213,2.168,1.876,43.505,41.186,183.257,177.808,1.81,2.217,2.223,5.8,5.792,19.977,31.139,11.887,2.515,74.382,71.862,70.233,8.884,139.976,51.942,2.558,5.843,11.099,131.549,55.392,2.501,5.843,11.535,126.701,55.997,2.439,5.816
2026-03-20 15:00:00,576.624,21.964,69.181,519.669,78.932,19.041,1777.008,30.965,-11.317,187.098,6.28,2.157,1.79,43.467,41.584,183.074,177.622,1.816,2.216,2.212,5.8,5.803,19.998,30.4,11.636,2.529,74.252,72.0,71.064,8.687,139.126,51.899,2.523,5.838,10.973,131.395,55.033,2.424,5.832,11.083,126.609,55.812,2.416,5.818
2026-03-20 15:10:00,605.572,21.599,68.259,515.301,77.57,18.693,1761.78,30.993,-11.361,186.803,6.237,2.152,1.798,43.889,40.945,182.255,176.843,1.747,2.215,2.231,5.8,5.802,19.665,30.57,11.888,2.491,73.411,72.044,71.052,8.729,140.174,51.723,2.494,5.818,10.942,130.402,54.747,2.437,5.823,11.434,126.488,56.397,2.435,5.825
2026-03-20 15:20:00,543.381,21.404,69.275,507.354,76.475,18.721,1765.04,30.346,-11.234,186.03,6.295,2.188,1.798,43.47,40.941,181.914,176.416,1.913,2.214,2.202,5.8,5.805,19.665,29.945,11.7,2.503,73.586,72.011,70.182,8.67,138.219,51.467,2.483,5.84,10.61,129.87,54.225,2.453,5.832,11.163,126.79,55.591,2.406,5.814
2026-03-20 15:30:00,504.943,20.634,71.634,476.521,77.789,18.522,1762.418,30.525,-10.9,183.918,6.182,2.174,1.852,43.441,41.092,179.413,173.86,1.729,2.212,2.215,5.8,5.81,19.392,30.188,11.602,2.505,74.108,72.29,70.417,8.743,137.326,51.675,2.502,5.833,10.834,128.535,54.97,2.426,5.832,11.063,125.876,55.467,2.433,5.817
2026-03-20 15:40:00,499.592,20.248,71.415,481.279,77.979,18.518,1758.278,29.842,-10.942,184.165,6.134,2.171,1.797,43.352,40.995,180.312,174.761,1.741,2.211,2.203,5.8,5.799,19.456,29.335,11.467,2.487,73.727,72.12,70.753,8.449,137.588,51.195,2.512,5.834,10.442,128.958,54.232,2.469,5.841,10.683,126.35,54.795,2.408,5.826
2026-03-20 15:50:00,444.267,19.363,72.914,476.484,77.416,18.252,1751.939,29.443,-10.518,184.904,6.066,2.126,1.854,43.443,41.017,180.227,175.105,1.851,2.209,2.214,5.8,5.79,19.215,28.769,11.546,2.499,73.259,72.247,70.27,8.224,136.331,51.58,2.501,5.834,10.47,128.33,54.514,2.455,5.825,10.688,125.094,55.686,2.438,5.828
2026-03-20 16:00:00,438.656,18.687,74.38,431.523,77.895,18.033,1758.398,28.298,-10.902,182.901,6.054,2.09,1.813,43.266,40.994,178.232,172.777,1.705,2.208,2.204,5.8,5.807,19.087,27.923,11.675,2.483,73.075,72.161,71.005,7.807,135.885,51.173,2.519,5.832,10.064,126.87,54.426,2.449,5.842,10.416,124.866,55.114,2.411,5.824
2026-03-20 16:10:00,414.35,18.943,74.325,413.307,78.019,17.955,1748.035,28.686,-10.588,182.428,6.106,2.127,1.817,43.342,40.866,178.159,172.633,1.745,2.206,2.22,5.8,5.79,18.896,28.073,11.538,2.509,73.408,71.909,71.252,8.07,135.883,50.289,2.533,5.836,10.095,128.896,54.181,2.466,5.827,10.66,124.349,54.553,2.436,5.822
2026-03-20 16:20:00,378.941,18.91,75.091,437.522,77.926,18.05,1746.415,28.754,-10.428,182.43,6.12,2.097,1.829,43.229,40.565,178.887,173.537,1.822,2.205,2.205,5.8,5.794,18.875,28.395,11.69,2.459,73.599,72.156,70.852,7.907,137.235,50.943,2.509,5.84,10.395,127.975,54.284,2.45,5.838,10.309,125.229,54.547,2.376,5.808
2026-03-20 16:30:00,323.405,19.348,74.562,423.604,77.287,18.049,1745.966,28.524,-10.69,182.202,6.108,2.098,1.828,43.033,40.664,177.558,171.932,1.745,2.203,2.204,5.8,5.803,18.985,28.356,11.615,2.458,73.006,72.227,70.506,8.085,137.074,50.691,2.512,5.835,10.1,127.001,54.279,2.413,5.837,10.429,123.042,54.803,2.413,5.82
2026-03-20 16:40:00,310.953,19.143,75.521,442.491,78.126,18.001,1748.489,27.973,-10.565,183.477,6.059,2.111,1.815,43.012,40.491,179.243,173.605,1.795,2.202,2.222,5.8,5.805,18.953,27.553,11.644,2.484,73.323,73.151,69.96,7.901,136.581,50.559,2.491,5.846,10.063,126.741,53.723,2.45,5.816,10.197,123.303,54.594,2.441,5.822
2026-03-20 16:50:00,279.481,18.921,74.406,441.673,77.096,18.041,1745.263,27.945,-10.511,182.078,6.026,2.074,1.802,43.068,40.55,177.611,172.196,1.803,2.2,2.192,5.8,5.803,18.963,27.681,11.209,2.47,73.392,72.185,70.603,8.072,135.724,50.62,2.473,5.845,9.812,127.105,53.914,2.369,5.842,10.027,123.072,54.544,2.378,5.827
2026-03-20 17:00:00,230.943,19.109,75.133,422.204,77.006,17.965,1740.702,27.724,-10.418,180.536,6.04,2.079,1.777,42.833,40.769,176.075,170.493,1.75,2.198,2.202,5.8,5.796,18.876,27.309,11.017,2.472,74.504,71.641,70.662,7.849,135.575,50.482,2.489,5.837,9.971,126.999,53.907,2.379,5.839,10.359,123.882,54.672,2.382,5.832
2026-03-20 17:10:00,196.981,19.141,74.185,434.59,77.824,17.943,1736.614,27.252,-10.457,181.932,5.936,2.067,1.795,42.694,40.467,177.834,172.508,1.859,2.197,2.178,5.8,5.802,18.869,26.906,11.233,2.456,72.938,72.215,70.616,7.604,135.789,50.313,2.487,5.843,9.548,126.04,53.696,2.404,5.827,9.771,123.022,54.148,2.388,5.832
2026-03-20 17:20:00,140.177,18.813,73.068,436.249,77.605,17.948,1730.446,26.967,-10.198,179.379,5.99,2.065,1.747,42.971,40.541,174.5,168.879,1.77,2.195,2.197,5.8,5.812,18.834,26.693,11.407,2.432,73.161,72.587,70.508,7.642,134.542,50.269,2.482,5.833,9.367,124.502,53.605,2.423,5.826,9.913,122.05,54.091,2.413,5.815
2026-03-20 17:30:00,125.279,19.075,73.126,438.021,77.19,17.919,1732.318,26.612,-10.532,180.484,5.955,2.04,1.816,42.326,40.647,177.334,172.074,1.901,2.193,2.205,5.8,5.801,18.792,26.009,11.452,2.504,73.011,72.17,70.788,7.701,136.398,50.311,2.492,5.834,9.456,126.08,53.424,2.397,5.823,9.659,121.956,54.262,2.402,5.816
2026-03-20 17:40:00,65.826,18.854,75.256,453.466,78.216,18.101,1721.663,26.661,-10.09,179.933,5.916,2.06,1.799,43.018,40.569,174.973,169.516,1.707,2.191,2.2,5.8,5.801,19.232,26.185,11.201,2.423,72.957,72.209,70.996,7.366,134.005,50.336,2.482,5.836,9.276,126.751,52.849,2.407,5.845,9.811,122.67,53.671,2.417,5.819
2026-03-20 17:50:00,31.589,19.607,74.244,415.917,78.235,18.044,1726.614,26.319,-10.376,179.758,5.859,2.048,1.766,42.846,40.563,174.743,169.268,1.775,2.19,2.19,5.8,5.801,18.957,25.886,11.402,2.445,73.476,71.769,70.709,7.365,134.069,50.024,2.469,5.823,9.343,123.611,53.199,2.432,5.828,9.714,121.816,53.332,2.392,5.82
2026-03-20 18:00:00,5.727,19.108,75.045,427.933,77.194,17.776,1.364,0.039,0.126,3.562,0.129,0.047,0.079,42.595,40.312,2.678,2.493,1.699,2.188,2.201,5.8,5.792,18.608,0.06,0.207,2.474,73.593,72.064,70.424,0.013,1.989,50.453,2.477,5.844,0.018,1.719,53.183,2.416,5.827,0.025,1.875,54.249,2.395,5.81
2026-03-20 18:10:00,0.0,19.2,74.467,433.638,77.479,17.906,0.0,0.023,-0.068,3.464,0.071,0.034,0.063,42.256,40.187,2.276,2.111,1.799,2.188,2.186,5.8,5.791,18.803,0.043,0.075,2.474,72.787,72.422,70.69,0.03,1.831,51.979,2.416,5.841,0.016,1.995,53.361,2.408,5.831,0.006,1.938,54.317,2.383,5.823
2026-03-20 18:20:00,27.628,18.903,73.723,446.146,77.658,18.096,3.257,0.027,-0.026,3.183,0.095,0.041,0.088,42.395,40.404,2.885,2.614,1.808,2.188,2.186,5.8,5.802,18.948,0.048,0.141,2.442,73.514,72.031,70.402,0.01,2.289,52.585,2.456,5.85,0.01,2.535,54.262,2.382,5.843,0.009,2.289,54.939,2.356,5.823
2026-03-20 18:30:00,6.22,18.771,72.898,436.928,77.474,18.089,0.52,0.051,-0.086,3.399,0.06,0.025,0.06,42.453,40.317,2.807,2.639,1.767,2.188,2.194,5.8,5.81,19.069,0.002,0.108,2.446,72.983,72.633,69.727,0.02,1.818,52.918,2.464,5.838,0.006,1.805,54.974,2.385,5.847,0.002,1.963,55.682,2.385,5.831
2026-03-20 18:40:00,9.277,19.232,74.642,420.304,76.993,17.671,0.0,0.041,-0.161,3.259,0.065,0.025,0.079,42.441,40.179,2.867,2.618,1.739,2.188,2.204,5.8,5.808,18.526,0.018,0.111,2.412,73.612,72.119,70.527,0.025,1.873,53.864,2.399,5.84,0.007,2.09,55.405,2.391,5.839,0.012,1.599,55.761,2.397,5.815
2026-03-20 18:50:00,7.139,18.562,73.584,436.492,77.32,17.951,0.0,0.1,-0.314,3.363,0.074,0.018,0.046,41.998,39.814,2.488,2.269,1.709,2.188,2.192,5.8,5.797,18.862,0.066,0.115,2.445,72.742,72.962,70.569,0.015,2.082,54.292,2.384,5.822,0.037,2.014,55.715,2.357,5.818,0.007,2.047,55.777,2.341,5.809
2026-03-20 19:00:00,8.751,19.192,73.563,424.062,77.633,17.998,0.0,0.028,-0.09,1.928,0.061,0.033,0.062,42.084,40.21,2.789,2.607,1.773,2.188,2.192,5.8,5.81,19.107,0.046,0.0,2.456,73.373,71.85,71.171,0.023,1.777,54.758,2.406,5.846,0.013,1.598,55.931,2.39,5.834,0.007,2.025,56.325,2.33,5.816
2026-03-20 19:10:00,0.0,19.035,75.163,437.719,76.921,17.903,3.482,0.084,-0.15,3.552,0.087,0.022,0.114,41.983,40.185,2.61,2.371,1.749,2.188,2.187,5.8,5.797,18.784,0.057,0.122,2.457,73.69,72.014,70.721,0.009,2.54,56.115,2.354,5.828,0.02,2.388,56.595,2.334,5.838,0.013,1.914,56.723,2.331,5.823
2026-03-20 19:20:00,18.314,18.777,74.425,420.767,78.512,18.119,0.0,0.042,-0.295,2.669,0.05,0.069,0.041,41.704,40.151,2.786,2.456,1.717,2.188,2.181,5.8,5.795,18.883,0.035,0.096,2.456,73.574,71.963,70.553,0.011,2.173,56.301,2.344,5.843,0.0,1.854,56.981,2.334,5.826,0.028,1.689,56.982,2.336,5.819
2026-03-20 19:30:00,0.134,19.412,75.039,438.511,77.3,18.006,1.002,0.041,-0.158,3.252,0.043,0.031,0.093,41.844,39.813,2.36,2.126,1.673,2.188,2.187,5.8,5.8,18.872,0.054,0.101,2.436,73.576,72.307,70.984,0.022,2.21,57.686,2.378,5.839,0.014,2.08,57.144,2.349,5.838,0.007,1.825,57.389,2.326,5.811
2026-03-20 19:40:00,11.933,18.797,74.68,445.172,77.37,18.191,0.0,0.035,-0.142,3.371,0.122,0.014,0.067,41.957,40.093,2.442,2.191,1.746,2.188,2.181,5.8,5.811,19.04,0.028,0.177,2.414,73.423,72.424,70.538,0.017,1.829,57.99,2.347,5.841,0.021,1.741,58.274,2.345,5.826,0.009,2.106,57.9,2.331,5.823
2026-03-20 19:50:00,0.0,19.683,73.391,438.656,77.716,18.032,0.0,0.065,-0.186,3.644,0.067,0.018,0.132,41.733,39.771,2.499,2.29,1.789,2.188,2.188,5.8,5.795,18.781,0.044,0.23,2.434,72.214,72.358,70.273,0.011,1.875,59.111,2.343,5.846,0.007,1.699,58.777,2.345,5.837,0.006,2.025,57.824,2.313,5.815
2026-03-20 20:00:00,30.649,19.35,74.541,467.182,77.736,18.192,0.0,0.06,-0.188,3.293,0.009,0.043,0.143,41.872,39.5,2.885,2.671,1.713,2.188,2.176,5.8,5.804,18.964,0.05,0.192,2.428,73.053,72.182,70.2,0.01,2.058,58.911,2.341,5.85,0.014,2.105,58.603,2.325,5.836,0.016,1.97,58.109,2.298,5.813
2026-03-20 20:10:00,21.061,19.221,74.416,441.204,77.835,18.173,0.0,0.047,0.008,3.19,0.096,0.033,0.117,41.544,39.894,2.711,2.47,1.677,2.188,2.193,5.8,5.806,19.182,0.045,0.215,2.43,73.166,73.257,70.187,0.017,2.082,59.332,2.329,5.848,0.013,2.176,58.716,2.333,5.828,0.0,1.644,57.924,2.337,5.829
2026-03-20 20:20:00,13.951,18.683,74.445,447.084,77.875,18.04,0.0,0.042,-0.233,3.52,0.049,0.044,0.088,42.075,39.607,2.753,2.514,1.73,2.188,2.184,5.8,5.806,18.9,0.049,0.124,2.456,72.302,72.921,70.379,0.014,2.293,59.477,2.333,5.842,0.027,2.344,58.822,2.321,5.832,0.017,2.082,58.877,2.297,5.819
2026-03-20 20:30:00,19.19,19.574,74.27,440.504,77.039,18.08,0.6,0.051,-0.088,2.818,0.066,0.032,0.066,41.853,40.123,2.013,1.716,1.774,2.188,2.199,5.8,5.799,19.036,0.035,0.247,2.475,73.051,71.693,70.542,0.005,1.933,59.409,2.36,5.841,0.042,1.713,58.658,2.346,5.849,0.023,2.386,57.887,2.335,5.82
2026-03-20 20:40:00,0.0,19.321,73.088,445.643,76.468,17.964,0.591,0.071,0.021,3.131,0.079,0.034,0.14,41.939,39.654,2.246,2.048,1.804,2.188,2.193,5.8,5.803,18.873,0.014,0.166,2.489,73.557,72.152,70.376,0.01,2.161,59.809,2.389,5.842,0.009,2.06,59.13,2.331,5.835,0.008,1.973,58.935,2.349,5.818
2026-03-20 20:50:00,11.471,18.766,72.381,442.31,77.211,17.693,1.236,0.047,-0.11,3.294,0.045,0.029,0.165,42.01,39.667,2.973,2.766,1.771,2.188,2.207,5.8,5.8,18.69,0.077,0.169,2.48,72.942,72.034,70.626,0.032,2.059,59.832,2.387,5.849,0.029,1.977,58.926,2.35,5.828,0.009,1.986,58.937,2.352,5.809
2026-03-20 21:00:00,39.289,19.234,74.501,429.929,76.882,18.131,0.105,0.081,0.029,3.207,0.087,0.036,0.065,42.002,39.963,2.357,2.165,1.663,2.188,2.193,5.8,5.801,18.976,0.05,0.275,2.439,73.086,71.409,69.991,0.013,2.413,59.52,2.331,5.851,0.037,1.83,59.188,2.341,5.84,0.018,2.313,58.45,2.341,5.815
2026-03-20 21:10:00,0.0,18.947,74.646,433.877,77.862,18.107,2.988,0.064,-0.313,2.935,0.076,0.013,0.12,42.064,39.587,2.247,2.021,1.798,2.188,2.18,5.8,5.794,18.849,0.05,0.313,2.43,72.923,72.098,70.496,0.018,2.012,59.954,2.343,5.845,0.028,2.017,59.054,2.357,5.829,0.009,2.008,58.356,2.319,5.828
2026-03-20 21:20:00,27.144,19.548,74.036,430.24,76.718,18.133,2.745,0.098,-0.208,3.043,0.087,0.011,0.06,41.946,39.542,2.947,2.647,1.704,2.188,2.175,5.8,5.79,18.909,0.043,0.135,2.421,72.961,71.85,70.543,0.0,2.367,59.91,2.33,5.847,0.005,2.195,58.806,2.324,5.844,0.008,2.011,58.483,2.313,5.818
2026-03-20 21:30:00,0.0,19.103,73.481,445.327,76.617,17.831,0.0,0.007,-0.169,3.607,0.087,0.012,0.149,41.966,39.75,2.804,2.598,1.798,2.188,2.174,5.8,5.802,18.734,0.069,0.125,2.408,72.837,72.282,70.434,0.004,1.992,59.822,2.366,5.829,0.013,2.266,58.987,2.305,5.83,0.009,2.266,58.906,2.337,5.827
2026-03-20 21:40:00,0.0,19.097,74.301,454.474,77.716,18.071,0.0,0.045,-0.257,3.197,0.068,0.028,0.0,41.9,39.637,2.446,2.26,1.758,2.188,2.192,5.8,5.798,18.908,0.029,0.162,2.497,72.042,71.778,70.229,0.025,1.706,59.36,2.357,5.842,0.025,2.096,59.018,2.328,5.843,0.023,2.203,58.844,2.33,5.813
2026-03-20 21:50:00,19.014,19.203,74.961,417.539,76.666,18.116,2.715,0.019,-0.199,3.355,0.078,0.011,0.127,41.525,39.721,2.662,2.362,1.621,2.188,2.191,5.8,5.802,19.016,0.053,0.173,2.417,72.893,72.62,70.78,0.003,1.96,59.384,2.391,5.848,0.03,2.179,59.083,2.318,5.826,0.007,2.409,57.979,2.329,5.825
2026-03-20 22:00:00,0.0,18.648,74.95,444.707,77.788,18.014,3.096,0.031,-0.141,3.195,0.081,0.03,0.092,41.915,39.879,2.805,2.627,1.731,2.188,2.176,5.8,5.793,19.005,0.0,0.252,2.445,72.736,72.536,70.264,0.017,1.992,59.064,2.359,5.827,0.008,2.158,58.87,2.315,5.82,0.01,2.106,58.421,2.332,5.816
2026-03-20 22:10:00,30.064,19.246,73.902,453.892,77.228,18.031,0.0,0.0,-0.258,3.441,0.109,0.044,0.071,42.034,39.622,2.462,2.173,1.762,2.188,2.17,5.8,5.799,18.835,0.033,0.111,2.4,73.744,72.136,70.446,0.031,1.706,59.506,2.349,5.853,0.016,2.212,59.14,2.316,5.818,0.004,1.959,58.491,2.281,5.814
2026-03-20 22:20:00,5.004,19.044,76.316,426.607,77.321,18.298,1.7,0.026,-0.143,2.868,0.06,0.032,0.098,41.886,39.822,2.083,1.89,1.659,2.188,2.194,5.8,5.801,19.26,0.014,0.169,2.442,72.673,71.975,70.601,0.026,2.275,59.465,2.334,5.844,0.0,1.965,59.097,2.333,5.823,0.015,2.163,58.212,2.345,5.821
2026-03-20 22:30:00,0.0,18.988,75.687,410.978,77.029,18.188,2.784,0.07,-0.13,2.776,0.091,0.022,0.099,41.607,39.654,2.201,1.996,1.724,2.188,2.186,5.8,5.795,19.05,0.052,0.058,2.424,73.413,72.062,70.054,0.021,2.11,59.71,2.336,5.837,0.03,2.255,59.013,2.334,5.824,0.015,2.136,58.067,2.325,5.82
2026-03-20 22:40:00,12.37,19.633,73.106,422.69,77.388,18.151,1.84,0.07,-0.23,3.116,0.084,0.044,0.015,41.792,39.744,2.342,2.129,1.815,2.188,2.194,5.8,5.815,19.01,0.023,0.126,2.427,72.775,71.764,70.474,0.016,1.968,59.675,2.365,5.851,0.02,1.512,58.962,2.345,5.834,0.006,2.003,58.695,2.377,5.818
2026-03-20 22:50:00,24.523,19.103,74.931,468.951,77.245,17.831,0.0,0.081,-0.217,3.265,0.068,0.036,0.154,41.863,39.893,2.771,2.586,1.895,2.188,2.189,5.8,5.803,18.627,0.069,0.114,2.459,72.88,71.796,70.401,0.02,2.269,59.966,2.342,5.838,0.0,1.796,59.583,2.338,5.827,0.001,2.043,58.631,2.33,5.816
2026-03-20 23:00:00,1.866,19.577,74.097,430.704,77.632,18.03,1.186,0.033,-0.302,3.345,0.103,0.0,0.169,41.991,39.939,2.578,2.28,1.795,2.188,2.183,5.8,5.801,18.937,0.043,0.155,2.456,73.852,71.872,70.638,0.038,2.213,59.688,2.356,5.841,0.016,2.358,58.83,2.322,5.83,0.024,1.955,58.948,2.354,5.826
2026-03-20 23:10:00,6.883,19.402,74.844,459.666,76.475,17.832,0.0,0.0,-0.058,2.249,0.1,0.023,0.077,41.879,39.865,2.437,2.138,1.74,2.188,2.202,5.8,5.81,18.688,0.038,0.099,2.468,72.634,72.172,70.503,0.022,2.366,59.591,2.359,5.841,0.007,2.204,59.038,2.365,5.835,0.014,2.237,58.528,2.315,5.813
2026-03-20 23:20:00,0.0,19.258,75.964,434.118,77.582,17.757,0.0,0.037,-0.056,2.979,0.101,0.044,0.121,41.925,39.393,2.698,2.472,1.839,2.188,2.194,5.8,5.806,18.679,0.033,0.18,2.455,72.793,72.369,70.177,0.009,2.042,59.44,2.393,5.831,0.011,1.591,59.337,2.345,5.826,0.022,2.246,58.406,2.334,5.813
2026-03-20 23:30:00,11.108,19.031,74.727,413.746,76.871,18.094,0.0,0.098,-0.086,3.19,0.096,0.046,0.049,41.343,39.711,2.673,2.468,1.726,2.188,2.185,5.8,5.788,18.938,0.04,0.01,2.389,72.799,71.565,70.221,0.003,1.833,59.427,2.344,5.853,0.01,2.316,59.185,2.317,5.828,0.019,1.84,58.714,2.341,5.816
2026-03-20 23:40:00,0.0,19.537,74.431,409.983,75.923,17.703,0.0,0.03,-0.196,3.158,0.081,0.008,0.091,41.967,39.851,2.584,2.369,1.739,2.188,2.193,5.8,5.8,18.581,0.006,0.111,2.442,72.431,71.721,70.275,0.02,2.075,59.908,2.374,5.84,0.014,2.169,59.048,2.354,5.833,0.024,2.045,58.436,2.35,5.824
2026-03-20 23:50:00,0.0,19.047,72.976,438.619,76.78,18.149,0.0,0.06,-0.223,3.267,0.03,0.021,0.131,41.824,39.656,3.103,2.758,1.707,2.188,2.192,5.8,5.808,19.012,0.056,0.116,2.451,73.007,71.656,70.519,0.011,2.033,59.436,2.347,5.837,0.019,1.972,59.056,2.345,5.831,0.021,2.183,58.863,2.335,5.819
2026-03-21 00:00:00,8.656,18.417,75.45,438.662,86.132,18.074,3.634,0.038,-0.131,2.734,0.108,0.005,0.116,41.739,39.838,2.255,2.017,1.799,2.187,2.184,5.8,5.8,18.957,0.076,0.14,2.41,72.884,71.61,74.438,0.029,2.472,59.676,2.352,5.84,0.008,2.616,59.296,2.352,5.816,0.024,1.838,58.472,2.356,5.817
2026-03-21 00:10:00,10.963,18.846,74.381,434.381,86.83,17.894,0.0,0.066,-0.091,3.338,0.074,0.017,0.101,41.967,39.99,2.833,2.499,1.709,2.187,2.19,5.8,5.799,18.706,0.071,0.148,2.432,72.859,71.711,74.209,0.019,1.994,59.894,2.348,5.851,0.021,1.887,59.168,2.37,5.829,0.012,2.044,58.655,2.368,5.815
2026-03-21 00:20:00,15.489,19.274,76.294,435.55,87.618,18.082,0.0,0.039,-0.192,3.188,0.091,0.028,0.198,41.623,39.893,2.597,2.252,1.76,2.187,2.179,5.8,5.796,18.994,0.033,0.081,2.389,72.35,72.353,74.432,0.014,1.56,59.596,2.338,5.842,0.016,2.187,58.919,2.326,5.82,0.018,2.001,58.65,2.321,5.831
2026-03-21 00:30:00,20.814,18.728,73.326,443.81,87.556,17.592,1.488,0.066,-0.212,2.857,0.099,0.054,0.143,41.695,39.893,2.826,2.583,1.722,2.187,2.18,5.8,5.806,18.646,0.04,0.137,2.421,73.391,72.56,74.641,0.0,2.146,59.842,2.333,5.847,0.013,2.343,59.125,2.333,5.826,0.0,2.129,58.875,2.336,5.82
2026-03-21 00:40:00,6.947,19.095,72.605,417.092,88.886,17.883,0.0,0.023,-0.301,3.388,0.118,0.014,0.117,41.719,39.998,2.731,2.365,1.735,2.187,2.188,5.8,5.809,18.676,0.037,0.036,2.437,72.82,71.707,75.356,0.014,2.16,59.25,2.367,5.842,0.01,2.203,59.265,2.333,5.83,0.003,1.603,58.685,2.347,5.815
2026-03-21 00:50:00,6.341,18.864,74.4,444.68,87.426,18.05,0.0,0.069,-0.003,3.452,0.071,0.023,0.212,42.091,39.656,2.333,2.086,1.811,2.187,2.188,5.8,5.797,18.901,0.019,0.136,2.404,72.646,72.509,74.847,0.017,1.999,59.878,2.303,5.85,0.028,1.946,58.55,2.359,5.83,0.03,2.419,58.447,2.321,5.81
2026-03-21 01:00:00,11.757,19.428,73.496,452.074,88.462,17.722,2.401,0.042,-0.092,2.872,0.066,0.04,0.137,41.897,39.845,2.585,2.356,1.894,2.187,2.19,5.8,5.792,18.51,0.067,0.048,2.454,72.381,71.282,75.648,0.01,1.921,59.927,2.331,5.849,0.028,2.268,58.741,2.311,5.843,0.016,2.025,58.489,2.339,5.817
2026-03-21 01:10:00,16.636,18.357,73.415,426.062,88.28,17.824,2.0,0.026,0.06,2.814,0.084,0.017,0.108,42.032,39.762,2.664,2.465,1.672,2.187,2.173,5.8,5.804,18.717,0.045,0.177,2.426,72.376,71.611,76.2,0.007,2.303,60.036,2.315,5.838,0.02,1.863,59.639,2.337,5.83,0.0,1.829,59.234,2.289,5.823
